0.3250002039,-0.6999999195,0,0,0,0,0.4,-0.4,0,0.325,-0.4,0,0.25,-0.4,0,0.44,-1,0,0.325,-1,0,0.21,-1,0,0,0,0,0,0,0
0.3280635301,-0.6997093577,0,0,0,0.0116355283,0.4,-0.3895365289,0,0.3255485348,-0.4,0,0.2503653925,-0.4,0,0.4761759284,-1,0,0.3614560626,-1,0,0.2467361968,-1,0,0,0,0,0,0,1
0.3311268563,-0.699418796,0,0,0,0.0232710567,0.4,-0.3895365289,0,0.3255485348,-0.4,0,0.2503653925,-0.4,0,0.4761759284,-1,0,0.3614560626,-1,0,0.2467361968,-1,0,0,0,0,0,1,0
0.3341901825,-0.6991282343,0,0,0,0.034906585,0.4,-0.3895365289,0,0.3255485348,-0.4,0,0.2503653925,-0.4,0,0.4761759284,-1,0,0.3614560626,-1,0,0.2467361968,-1,0,0,0,0,1,0,0
0.3372535087,-0.6988376725,0,0,0,0.0465421134,0.4,-0.3895365289,0,0.3255485348,-0.4,0,0.2503653925,-0.4,0,0.4761759284,-1,0,0.3614560626,-1,0,0.2467361968,-1,0,0,0,1,0,0,0
0.3403168349,-0.6985471108,0,0,0,0.0581776417,0.4,-0.3895365289,0,0.3255485348,-0.4,0,0.2503653925,-0.4,0,0.4761759284,-1,0,0.3614560626,-1,0,0.2467361968,-1,0,0,1,0,0,0,0
0.3433801611,-0.6982565491,0,0,0,0.0698131701,0.4,-0.3895365289,0,0.3255485348,-0.4,0,0.2503653925,-0.4,0,0.4761759284,-1,0,0.3614560626,-1,0,0.2467361968,-1,0,1,0,0,0,0,0
0.3465101098,-0.697967245,0,0,0,0.0814486984,0.4,-0.3791240349,0,0.3271968576,-0.4,0,0.2514597897,-0.4,0,0.5119807352,-1,0,0.3980999073,-1,0,0.2842190794,-1,0,0,0,0,0,0,1
0.3496400586,-0.6976779409,0,0,0,0.0930842268,0.4,-0.3791240349,0,0.3271968576,-0.4,0,0.2514597897,-0.4,0,0.5119807352,-1,0,0.3980999073,-1,0,0.2842190794,-1,0,0,0,0,0,1,0
0.3527700073,-0.6973886368,0,0,0,0.1047197551,0.4,-0.3791240349,0,0.3271968576,-0.4,0,0.2514597897,-0.4,0,0.5119807352,-1,0,0.3980999073,-1,0,0.2842190794,-1,0,0,0,0,1,0,0
0.355899956,-0.6970993327,0,0,0,0.1163552835,0.4,-0.3791240349,0,0.3271968576,-0.4,0,0.2514597897,-0.4,0,0.5119807352,-1,0,0.3980999073,-1,0,0.2842190794,-1,0,0,0,1,0,0,0
0.3590299048,-0.6968100286,0,0,0,0.1279908118,0.4,-0.3791240349,0,0.3271968576,-0.4,0,0.2514597897,-0.4,0,0.5119807352,-1,0,0.3980999073,-1,0,0.2842190794,-1,0,0,1,0,0,0,0
0.3621598535,-0.6965207245,0,0,0,0.1396263402,0.4,-0.3791240349,0,0.3271968576,-0.4,0,0.2514597897,-0.4,0,0.5119807352,-1,0,0.3980999073,-1,0,0.2842190794,-1,0,1,0,0,0,0,0
0.365341303,-0.6962343848,0,0,0,0.1512618685,0.4,-0.3688132464,0,0.3299534045,-0.4,0,0.2532778599,-0.4,0,0.5472399833,-1,0,0.4347530092,-1,0,0.3222660351,-1,0,0,0,0,0,0,1
0.3685227524,-0.695948045,0,0,0,0.1628973969,0.4,-0.3688132464,0,0.3299534045,-0.4,0,0.2532778599,-0.4,0,0.5472399833,-1,0,0.4347530092,-1,0,0.3222660351,-1,0,0,0,0,0,1,0
0.3717042019,-0.6956617053,0,0,0,0.1745329252,0.4,-0.3688132464,0,0.3299534045,-0.4,0,0.2532778599,-0.4,0,0.5472399833,-1,0,0.4347530092,-1,0,0.3222660351,-1,0,0,0,0,1,0,0
0.3748856514,-0.6953753656,0,0,0,0.1861684535,0.4,-0.3688132464,0,0.3299534045,-0.4,0,0.2532778599,-0.4,0,0.5472399833,-1,0,0.4347530092,-1,0,0.3222660351,-1,0,0,0,1,0,0,0
0.3780671008,-0.6950890259,0,0,0,0.1978039819,0.4,-0.3688132464,0,0.3299534045,-0.4,0,0.2532778599,-0.4,0,0.5472399833,-1,0,0.4347530092,-1,0,0.3222660351,-1,0,0,1,0,0,0,0
0.3812485503,-0.6948026861,0,0,0,0.2094395102,0.4,-0.3688132464,0,0.3299534045,-0.4,0,0.2532778599,-0.4,0,0.5472399833,-1,0,0.4347530092,-1,0,0.3222660351,-1,0,1,0,0,0,0,0
0.3844670049,-0.6945204855,0,0,0,0.2210750386,0.4,-0.3586543966,0,0.3338332033,-0.4,0,0.2558107456,-0.4,0,0.5817818929,-1,0,0.4712367978,-1,0,0.3606917028,-1,0,0,0,0,0,0,1
0.3876854596,-0.6942382848,0,0,0,0.2327105669,0.4,-0.3586543966,0,0.3338332033,-0.4,0,0.2558107456,-0.4,0,0.5817818929,-1,0,0.4712367978,-1,0,0.3606917028,-1,0,0,0,0,0,1,0
0.3909039142,-0.6939560842,0,0,0,0.2443460953,0.4,-0.3586543966,0,0.3338332033,-0.4,0,0.2558107456,-0.4,0,0.5817818929,-1,0,0.4712367978,-1,0,0.3606917028,-1,0,0,0,0,1,0,0
0.3941223689,-0.6936738835,0,0,0,0.2559816236,0.4,-0.3586543966,0,0.3338332033,-0.4,0,0.2558107456,-0.4,0,0.5817818929,-1,0,0.4712367978,-1,0,0.3606917028,-1,0,0,0,1,0,0,0
0.3973408235,-0.6933916829,0,0,0,0.267617152,0.4,-0.3586543966,0,0.3338332033,-0.4,0,0.2558107456,-0.4,0,0.5817818929,-1,0,0.4712367978,-1,0,0.3606917028,-1,0,0,1,0,0,0,0
0.4005592781,-0.6931094822,0,0,0,0.2792526803,0.4,-0.3586543966,0,0.3338332033,-0.4,0,0.2558107456,-0.4,0,0.5817818929,-1,0,0.4712367978,-1,0,0.3606917028,-1,0,1,0,0,0,0,0
