0.2506730311,-0.5206910803,0.4075276375,1.5707963268,0,0.1319217667,0.3506662398,-0.4,0.6841297472,0.2346582389,-0.4,0.6688701182,0.118650238,-0.4,0.6536104893,0.3765123395,-0.5947820275,0,0.2625115819,-0.6099090645,0,0.1485108242,-0.6250361016,0,0.6981317008,0.2691573699,-1.9369633551,2.64E-16,0.1403294389,-1.9406869488,-0.6981317008,0.0013222611,-1.9210538219,-0.6981317008,0.7008533098,-0.7292888855,-3.94E-17,0.7008533098,-0.7292888855,0.6981317008,0.7008533098,-0.7292888855
0.2706504749,-0.5194934329,0.4075276375,1.5707963268,0,0.141894834,0.369747761,-0.4,0.6863408368,0.2535802553,-0.4,0.669912526,0.1374127495,-0.4,0.6534842151,0.397222427,-0.5923257124,0,0.2833781991,-0.6085889156,0,0.1695339712,-0.6248521188,0,0.6981317008,0.286716824,-1.9344844855,-7.97E-17,0.1495047598,-1.9411781409,-0.6981317008,0.0001419364,-1.9207949258,-0.6981317008,0.7008533098,-0.7292888855,-1.87E-16,0.7008533098,-0.7292888855,0.6981317008,0.7008533098,-0.7292888855
0.2904342736,-0.5181275006,0.4075276375,1.5707963268,0,0.1533906521,0.3885374496,-0.4,0.6888677217,0.2721711583,-0.4,0.671088134,0.1558048671,-0.4,0.6533085463,0.4178351105,-0.5894999515,0,0.3041853597,-0.6070707838,0,0.1905356089,-0.6246416161,0,0.6981317008,0.3063940171,-1.9310541803,-9.87E-17,0.1597937096,-1.9416009605,-0.6981317008,-0.001500751,-1.9204321492,-0.6981317008,0.7008533098,-0.7292888855,-2.30E-17,0.7008533098,-0.7292888855,0.6981317008,0.7008533098,-0.7292888855
0.3099764472,-0.5165593221,0.4075276375,1.5707963268,0,0.1667557118,0.4,-0.3585608292,0.6497547375,0.2903573237,-0.4,0.6724201592,0.1737396565,-0.4,0.653063499,0.4383197744,-0.5862227296,0,0.324915002,-0.6053108831,0,0.2115102297,-0.6243990366,0,0.6981317008,-0.034886523,-1.9124433358,2.79E-16,0.1713737726,-1.9419119681,-0.6981317008,-0.0037934615,-1.9199210312,-0.6981317008,0.7008533098,-0.7292888855,-1.38E-16,0.7008533098,-0.7292888855,0.6981317008,0.7008533098,-0.7292888855
0.3292135353,-0.5147468879,0.4075276375,1.5707963268,0,0.1824375626,0.4,-0.2645733971,0.5574399692,0.3080440048,-0.4,0.6739357624,0.1911033007,-0.4,0.6527195356,0.4586334881,-0.5823891513,0,0.345541985,-0.6032532816,0,0.232450482,-0.6241174119,0,0.6981317008,-0.9252727955,-1.2917990017,-7.64E-17,0.1844455045,-1.9420486019,-0.6981317008,-0.0070141003,-1.919193643,-0.6981317008,0.7008533098,-0.7292888855,-1.38E-16,0.7008533098,-0.7292888855,0.6981317008,0.7008533098,-0.7292888855
0.3480608033,-0.5126386236,0.4075276375,1.5707963268,0,0.2010176227,0.4,-0.2160445996,0.510325225,0.3251084655,-0.4,0.6756657475,0.2077452277,-0.4,0.6522322329,0.4787151427,-0.5778647196,0,0.3660307942,-0.6008263746,0,0.2533464457,-0.6237880297,0,1.0628934063,-1.5006521146,-0.4677563414,2.80E-18,0.1992251364,-1.9419219041,-0.6981317008,-0.0115816873,-1.9181432495,-0.6981317008,0.7008533098,-0.7292888855,-1.49E-16,0.7008533098,-0.7292888855,0.6981317008,0.7008533098,-0.7292888855
0.3664043517,-0.510172379,0.4075276375,1.5707963268,0,0.2232527231,0.4,-0.2151615049,0.5098574106,0.3413911125,-0.4,0.677642912,0.2234644617,-0.4,0.6515336228,0.498476584,-0.5724774787,0,0.3863306025,-0.5979387993,0,0.2741846211,-0.6234001198,0,1.6392453158,-1.4598162054,-0.498944331,4.20E-17,0.2159242644,-1.9414081822,-0.6981317008,-0.0181395113,-1.9165967609,-0.6981317008,0.7008533098,-0.7292888855,-2.85E-17,0.7008533098,-0.7292888855,0.6981317008,0.7008533098,-0.7292888855
0.3840908536,-0.5072761237,0.4075276375,1.5707963268,0,0.2501235179,0.4,-0.2139595091,0.5090718305,0.3566846472,-0.4,0.6798975094,0.237991125,-0.4,0.6505180573,0.5177893942,-0.5660102726,0,0.4063679808,-0.5944754907,0,0.2949465674,-0.6229407087,0,1.8646626652,-1.4162468876,-0.5269731329,-1.29E-16,0.2347046121,-1.9403424578,-0.6981317008,-0.0276920605,-1.9142634375,-0.6981317008,0.7008533098,-0.7292888855,-2.80E-16,0.7008533098,-0.7292888855,0.6981317008,0.7008533098,-0.7292888855
0.4009154996,-0.503872854,0.4075276375,1.5707963268,0,0.2828807413,0.4,-0.2122882029,0.5082533563,0.3707221681,-0.4,0.6824469653,0.2509623554,-0.4,0.649019241,0.5364659385,-0.558196684,0,0.4260365741,-0.5902958348,0,0.3156072097,-0.6223949856,0,1.9674372104,-1.3838248196,-0.5439485308,-1.08E-16,0.2555878621,-1.9385220706,-0.6981317008,-0.0418300686,-1.9106358378,-0.6981317008,0.7008533098,-0.7292888855,-2.58E-16,0.7008533098,-0.7292888855,0.6981317008,0.7008533098,-0.7292888855
0.416611066,-0.4998942593,0.4075276375,1.5707963268,0,0.3230650396,0.4,-0.2099150411,0.5077096674,0.3831670161,-0.4,0.6852750395,0.2618931301,-0.4,0.6467736704,0.5542344552,-0.5487287013,0,0.445183773,-0.5852382714,0,0.3361330908,-0.6217478415,0,2.0115979198,-1.366196221,-0.5516305033,-3.82E-16,0.2782917167,-1.9357403669,-0.6981317008,-0.0630939494,-1.9047919752,-0.6981317008,0.7008533098,-0.7292888855,-8.31E-17,0.7008533098,-0.7292888855,0.6981317008,0.7008533098,-0.7292888855
